cliente_id,nome,email,telefone,cidade,estado,cep,data_cadastro
283,Cliente 283 ,cliente283@email.com,(71)99999-9999,Feira de Santana,Bahia,40000-000,2024-04-10
284,Cliente 284 ,cliente284@email.com,(71)99999-9999,Feira de Santana,bahia,40000000,2024-10-17
285,Cliente 285 ,cliente285@email.com,71999999999,Salvador,Bahia,40000000,2024-07-31
286,Cliente 286 ,cliente286@email.com,(71)99999-9999,Salvador ,bahia,40000-000,16/09/2024
287,Cliente 287 ,cliente287@email.com,71999999999,Salvador ,BA,40000-000,2024-11-21
288,Cliente 288 ,cliente287@email.com,71999999999,SALVADOR,Bahia,40000-000,2024-08-29
289,Cliente 289 ,cliente289@email.com,71 99999-9999,Feira de Santana,BA,40000000,2024-10-05
290,Cliente 290 ,cliente290@email.com,(71)99999-9999,feira de santana,bahia,40000000,03/05/2024
291,Cliente 291 ,cliente291@email.com,71999999999,SALVADOR,bahia,40000000,2024-02-23
292,Cliente 292 ,cliente292@email.com,71 99999-9999,feira de santana,BA,40000-000,19/09/2024
293,Cliente 293 ,cliente293@email.com,71 99999-9999,Salvador,bahia,40000000,13/10/2024
294, Cliente 294,cliente294@email.com,(71)99999-9999,feira de santana,Bahia,40000000,22/04/2024
295,Cliente 295 ,cliente295@email.com,(71)99999-9999,Feira de Santana,bahia,40000-000,2024-05-17
296,Cliente 296 ,cliente296@email.com,71 99999-9999,SALVADOR,Bahia,40000000,23/01/2025
297,Cliente 297 ,cliente297@email.com,71 99999-9999,SALVADOR,Bahia,40000-000,2024-02-02
298,Cliente 298 ,cliente298@email.com,(71)99999-9999,Salvador ,Bahia,40000000,2024-03-11
299,Cliente 299 ,cliente299@email.com,71999999999,Feira de Santana,Bahia,40000000,04/10/2024
300,Cliente 300 ,cliente300@email.com,(71)99999-9999,feira de santana,BA,40000000,2024-05-25
301,Cliente 301 ,cliente301@email.com,71999999999,feira de santana,Bahia,40000-000,20/02/2024
302,Cliente 302 ,cliente302@email.com,(71)99999-9999,Salvador,bahia,40000000,28/09/2024
303,Cliente 303 ,cliente303@email.com,71999999999,feira de santana,BA,40000-000,01/03/2024
304,Cliente 304 ,cliente304@email.com,71999999999,SALVADOR,BA,40000000,04/04/2025
305,Cliente 305 ,cliente305@email.com,71999999999,Salvador,bahia,40000000,2024-01-30
306,Cliente 306 ,cliente306@email.com,(71)99999-9999,Feira de Santana,BA,40000-000,2024-04-19
307,Cliente 307 ,cliente307@email.com,(71)99999-9999,Salvador ,Bahia,40000-000,2024-04-01
308,Cliente 308 ,cliente308@email.com,(71)99999-9999,Salvador ,BA,40000-000,2024-05-11
309,Cliente 309 ,cliente309@email.com,71999999999,Feira de Santana,bahia,40000-000,29/08/2024
310,Cliente 310 ,cliente310@email.com,71999999999,SALVADOR,bahia,40000000,2024-12-05
311,Cliente 311 ,cliente311@email.com,71999999999,SALVADOR,BA,40000000,2024-11-26
312,Cliente 312 ,cliente312@email.com,71 99999-9999,Salvador ,BA,40000-000,04/05/2024
313,Cliente 313 ,cliente313@email.com,71 99999-9999,feira de santana,bahia,40000000,23/07/2024
314, Cliente 314,cliente314@email.com,71999999999,Feira de Santana,BA,40000-000,29/05/2024
315,Cliente 315 ,cliente315@email.com,(71)99999-9999,Feira de Santana,bahia,40000000,2024-05-15
316,Cliente 316 ,cliente316@email.com,71 99999-9999,Salvador ,bahia,40000-000,2024-10-14
317,Cliente 317 ,cliente317@email.com,(71)99999-9999,SALVADOR,BA,40000000,27/12/2024
318,Cliente 318 ,cliente318@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,2024-09-17
319, Cliente 319,cliente319@email.com,71999999999,Salvador,Bahia,40000-000,2024-05-30
320, Cliente 320,cliente320@email.com,71999999999,feira de santana,Bahia,40000000,2024-06-06
321,Cliente 321 ,cliente321@email.com,71999999999,Salvador ,bahia,40000-000,2024-06-16
322,Cliente 322 ,cliente322@email.com,(71)99999-9999,Salvador ,bahia,40000000,31/12/2024
323,Cliente 323 ,cliente323@email.com,71 99999-9999,SALVADOR,BA,40000-000,2025-03-16
324,Cliente 324 ,cliente324@email.com,71 99999-9999,feira de santana,BA,40000000,2024-07-16
325,Cliente 325 ,cliente325@email.com,71999999999,Salvador ,BA,40000000,18/09/2024
326, Cliente 326,cliente326@email.com,71999999999,feira de santana,Bahia,40000000,2024-01-06
327,Cliente 327 ,cliente327@email.com,71999999999,Salvador ,BA,40000000,10/04/2025
328,Cliente 328 ,cliente328@email.com,71999999999,Salvador,bahia,40000000,2024-01-22
329,Cliente 329 ,cliente329@email.com,71999999999,Salvador,BA,40000-000,2024-04-09
330,Cliente 330 ,cliente330@email.com,71999999999,Feira de Santana,bahia,40000-000,2024-10-13
331,Cliente 331 ,cliente331@email.com,71999999999,SALVADOR,BA,40000-000,2024-01-09
332,Cliente 332 ,cliente332@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,05/10/2024
333,Cliente 333 ,cliente333@email.com,(71)99999-9999,feira de santana,bahia,40000000,2024-05-22
334,Cliente 334 ,cliente334@email.com,71 99999-9999,SALVADOR,bahia,40000-000,2024-09-21
335,Cliente 335 ,cliente335@email.com,71999999999,Feira de Santana,bahia,40000000,2025-03-01
336, Cliente 336,cliente336@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-10-30
337,Cliente 337 ,cliente337@email.com,(71)99999-9999,feira de santana,BA,40000000,2024-04-07
338,Cliente 338 ,cliente338@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,2024-03-18
339, Cliente 339,cliente339@email.com,(71)99999-9999,SALVADOR,BA,40000000,2025-02-19
340,Cliente 340 ,cliente340@email.com,71999999999,SALVADOR,Bahia,40000000,09/09/2024
341,Cliente 341 ,cliente341@email.com,(71)99999-9999,Salvador ,Bahia,40000000,2024-07-16
342,Cliente 342 ,cliente342@email.com,71 99999-9999,feira de santana,bahia,40000000,2024-02-08
343,Cliente 343 ,cliente343@email.com,(71)99999-9999,Salvador,bahia,40000-000,20/08/2024
344,Cliente 344 ,cliente344@email.com,(71)99999-9999,feira de santana,bahia,40000000,2024-03-07
345,Cliente 345 ,cliente345@email.com,71999999999,Feira de Santana,bahia,40000000,15/01/2024
346,Cliente 346 ,cliente346@email.com,(71)99999-9999,feira de santana,bahia,40000-000,22/04/2024
347,Cliente 347 ,cliente347@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-12-06
348,Cliente 348 ,cliente348@email.com,71999999999,Salvador,BA,40000000,19/01/2024
349,Cliente 349 ,cliente349@email.com,71 99999-9999,Salvador ,BA,40000000,23/03/2025
350,Cliente 350 ,cliente350@email.com,71 99999-9999,Salvador,BA,40000000,2024-09-19
351,Cliente 351 ,cliente351@email.com,(71)99999-9999,Salvador,BA,40000000,03/01/2024
352,Cliente 352 ,cliente352@email.com,(71)99999-9999,SALVADOR,Bahia,40000000,2024-04-06
353,Cliente 353 ,cliente353@email.com,71 99999-9999,Feira de Santana,Bahia,40000000,2024-06-21
354,Cliente 354 ,cliente354@email.com,71999999999,Feira de Santana,BA,40000-000,16/05/2024
355,Cliente 355 ,cliente355@email.com,71 99999-9999,Feira de Santana,Bahia,40000000,2024-05-26
356,Cliente 356 ,cliente356@email.com,71 99999-9999,feira de santana,BA,40000000,2024-01-11
357,Cliente 357 ,cliente357@email.com,71 99999-9999,Salvador ,Bahia,40000-000,22/03/2024
358,Cliente 358 ,cliente358@email.com,71999999999,Salvador,BA,40000000,08/10/2024
359, Cliente 359,cliente359@email.com,(71)99999-9999,SALVADOR,Bahia,40000000,26/02/2024
360,Cliente 360 ,cliente360@email.com,(71)99999-9999,Salvador ,BA,40000-000,22/02/2025
361,Cliente 361 ,cliente361@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-04-05
362,Cliente 362 ,cliente362@email.com,(71)99999-9999,Salvador,bahia,40000000,2024-10-21
363,Cliente 363 ,cliente363@email.com,71999999999,feira de santana,BA,40000000,2025-04-29
364,Cliente 364 ,cliente364@email.com,71999999999,SALVADOR,Bahia,40000-000,2025-03-10
365,Cliente 365 ,cliente365@email.com,71999999999,feira de santana,BA,40000-000,2024-07-07
366,Cliente 366 ,cliente366@email.com,71 99999-9999,Salvador ,Bahia,40000000,18/04/2025
367, Cliente 367,cliente367@email.com,71999999999,feira de santana,bahia,40000000,2025-04-30
368, Cliente 368,cliente368@email.com,71999999999,Feira de Santana,Bahia,40000000,23/12/2024
369,Cliente 369 ,cliente369@email.com,(71)99999-9999,SALVADOR,BA,40000000,2024-03-09
370,Cliente 370 ,cliente370@email.com,(71)99999-9999,Salvador,bahia,40000000,2024-06-11
371,Cliente 371 ,cliente371@email.com,(71)99999-9999,Salvador,bahia,40000000,2025-03-13
372,Cliente 372 ,cliente372@email.com,71999999999,Salvador,bahia,40000000,25/01/2025
373,Cliente 373 ,cliente373@email.com,(71)99999-9999,feira de santana,bahia,40000000,2025-02-25
374,Cliente 374 ,cliente374@email.com,71 99999-9999,Salvador ,bahia,40000-000,02/02/2025
375,Cliente 375 ,cliente375@email.com,(71)99999-9999,SALVADOR,Bahia,40000000,2024-10-22
376,Cliente 376 ,cliente376@email.com,71 99999-9999,Feira de Santana,Bahia,40000000,2024-09-07
377,Cliente 377 ,cliente377@email.com,71 99999-9999,Salvador ,Bahia,40000000,04/03/2024
378,Cliente 378 ,cliente378@email.com,71999999999,Feira de Santana,BA,40000000,2024-05-03
379, Cliente 379,cliente379@email.com,71999999999,Salvador,bahia,40000-000,23/01/2024
380,Cliente 380 ,cliente380@email.com,(71)99999-9999,feira de santana,bahia,40000-000,22/03/2024
381,Cliente 381 ,cliente381@email.com,71 99999-9999,Feira de Santana,bahia,40000-000,2024-06-15
382,Cliente 382 ,cliente381@email.com,71999999999,feira de santana,Bahia,40000-000,2024-08-18
382,Cliente 383 ,cliente383@email.com,71 99999-9999,Salvador ,bahia,40000000,22/08/2024
384,Cliente 384 ,cliente384@email.com,71 99999-9999,SALVADOR,bahia,40000-000,06/07/2024
385,Cliente 385 ,cliente385@email.com,(71)99999-9999,Salvador,Bahia,40000000,2025-01-23
386,Cliente 386 ,cliente386@email.com,71 99999-9999,Salvador,BA,40000000,2024-07-02
387,Cliente 387 ,cliente387@email.com,(71)99999-9999,Salvador,Bahia,40000-000,27/09/2024
388,Cliente 388 ,cliente388@email.com,71999999999,SALVADOR,Bahia,40000000,2024-05-11
389,Cliente 389 ,cliente389@email.com,(71)99999-9999,Salvador,bahia,40000000,2024-02-21
390,Cliente 390 ,cliente390@email.com,(71)99999-9999,feira de santana,bahia,40000-000,2024-03-23
391,Cliente 391 ,cliente391@email.com,71 99999-9999,Salvador ,bahia,40000-000,2024-01-16
392,Cliente 392 ,cliente392@email.com,71 99999-9999,Salvador,Bahia,40000-000,2025-04-10
393,Cliente 393 ,cliente393@email.com,71999999999,Feira de Santana,bahia,40000000,18/12/2024
394,Cliente 394 ,cliente394@email.com,71999999999,Feira de Santana,Bahia,40000000,16/12/2024
395,Cliente 395 ,cliente395@email.com,(71)99999-9999,feira de santana,Bahia,40000000,2024-11-10
396,Cliente 396 ,cliente396@email.com,71 99999-9999,Feira de Santana,Bahia,40000000,2025-01-02
397,Cliente 397 ,cliente397@email.com,71 99999-9999,SALVADOR,bahia,40000000,10/03/2025
398,Cliente 398 ,cliente398@email.com,71999999999,feira de santana,BA,40000000,09/12/2024
399,Cliente 399 ,cliente399@email.com,71999999999,Feira de Santana,BA,40000000,2025-05-10
400,Cliente 400 ,cliente400@email.com,71 99999-9999,feira de santana,Bahia,40000000,09/03/2024
401,Cliente 401 ,cliente401@email.com,(71)99999-9999,feira de santana,bahia,40000000,11/09/2024
402,Cliente 402 ,cliente402@email.com,(71)99999-9999,SALVADOR,Bahia,40000000,27/03/2025
403,Cliente 403 ,cliente403@email.com,71999999999,Feira de Santana,BA,40000-000,2024-10-25
404,Cliente 404 ,cliente404@email.com,(71)99999-9999,Salvador,Bahia,40000-000,04/05/2025
405, Cliente 405,cliente405@email.com,(71)99999-9999,feira de santana,Bahia,40000-000,2024-09-23
406, Cliente 406,cliente406@email.com,71999999999,Salvador ,bahia,40000-000,12/03/2025
407,Cliente 407 ,cliente406@email.com,(71)99999-9999,feira de santana,bahia,40000-000,13/07/2024
408,Cliente 408 ,cliente408@email.com,(71)99999-9999,Feira de Santana,bahia,40000000,2024-11-03
409,Cliente 409 ,cliente409@email.com,71 99999-9999,Feira de Santana,bahia,40000-000,2025-02-03
410,Cliente 410 ,cliente410@email.com,71999999999,Feira de Santana,bahia,40000000,21/04/2024
411,Cliente 411 ,cliente411@email.com,71999999999,SALVADOR,bahia,40000000,22/01/2025
412,Cliente 412 ,cliente412@email.com,71999999999,Feira de Santana,BA,40000000,2024-10-07
413,Cliente 413 ,cliente413@email.com,71 99999-9999,feira de santana,Bahia,40000-000,07/01/2025
414,Cliente 414 ,cliente414@email.com,71999999999,Salvador,BA,40000000,2024-09-28
415,Cliente 415 ,cliente414@email.com,71999999999,feira de santana,Bahia,40000-000,28/01/2024
416,Cliente 416 ,cliente416@email.com,71 99999-9999,Feira de Santana,bahia,40000000,12/03/2025
417,Cliente 417 ,cliente417@email.com,71999999999,Salvador ,bahia,40000000,2025-04-02
418,Cliente 418 ,cliente418@email.com,(71)99999-9999,feira de santana,bahia,40000-000,2025-01-30
419, Cliente 419,cliente419@email.com,71999999999,Salvador ,BA,40000-000,2024-11-30
420,Cliente 420 ,cliente420@email.com,71 99999-9999,Salvador ,Bahia,40000-000,2025-01-28
421,Cliente 421 ,cliente421@email.com,(71)99999-9999,Salvador ,Bahia,40000000,2024-11-12
422,Cliente 422 ,cliente422@email.com,(71)99999-9999,feira de santana,BA,40000000,13/03/2024
423,Cliente 423 ,cliente423@email.com,71999999999,Feira de Santana,Bahia,40000-000,17/05/2024
424,Cliente 424 ,cliente424@email.com,(71)99999-9999,Feira de Santana,Bahia,40000000,21/01/2025
425,Cliente 425 ,cliente425@email.com,71 99999-9999,Feira de Santana,Bahia,40000000,2025-03-31
426,Cliente 426 ,cliente426@email.com,(71)99999-9999,feira de santana,Bahia,40000000,04/03/2024
427,Cliente 427 ,cliente427@email.com,71999999999,Feira de Santana,Bahia,40000-000,2024-12-17
428, Cliente 428,cliente428@email.com,71 99999-9999,Feira de Santana,BA,40000000,18/11/2024
429,Cliente 429 ,cliente429@email.com,71 99999-9999,SALVADOR,BA,40000-000,2024-05-20
429,Cliente 430 ,cliente430@email.com,71999999999,Salvador ,bahia,40000-000,2024-03-06
431,Cliente 431 ,cliente431@email.com,71999999999,Salvador,BA,40000-000,04/11/2024
432,Cliente 432 ,cliente432@email.com,71999999999,feira de santana,BA,40000000,2024-05-04
433,Cliente 433 ,cliente433@email.com,71 99999-9999,feira de santana,bahia,40000-000,07/10/2024
434,Cliente 434 ,cliente434@email.com,71 99999-9999,Salvador ,BA,40000000,27/09/2024
435,Cliente 435 ,cliente435@email.com,71 99999-9999,feira de santana,bahia,40000-000,2025-04-19
436,Cliente 436 ,cliente436@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,15/08/2024
437,Cliente 437 ,cliente437@email.com,71999999999,Salvador ,bahia,40000000,23/03/2024
438,Cliente 438 ,cliente438@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-11-02
439,Cliente 439 ,cliente439@email.com,71 99999-9999,Salvador,bahia,40000-000,09/03/2025
440,Cliente 440 ,cliente440@email.com,71 99999-9999,Salvador,Bahia,40000-000,2024-11-21
441,Cliente 441 ,cliente441@email.com,71999999999,Feira de Santana,Bahia,40000000,2024-05-04
442, Cliente 442,cliente442@email.com,71999999999,Salvador,bahia,40000000,19/04/2025
443,Cliente 443 ,cliente442@email.com,71 99999-9999,feira de santana,bahia,40000000,2024-07-18
444, Cliente 444,cliente444@email.com,71 99999-9999,SALVADOR,bahia,40000000,2024-01-19
445,Cliente 445 ,cliente445@email.com,71999999999,Salvador ,bahia,40000000,2024-12-20
446, Cliente 446,cliente446@email.com,(71)99999-9999,Salvador ,BA,40000-000,28/09/2024
447,Cliente 447 ,cliente447@email.com,71999999999,SALVADOR,bahia,40000000,24/11/2024
448,Cliente 448 ,cliente448@email.com,71 99999-9999,feira de santana,bahia,40000-000,2025-01-23
449,Cliente 449 ,cliente449@email.com,71999999999,Salvador,bahia,40000000,2024-02-15
450, Cliente 450,cliente450@email.com,71 99999-9999,Salvador,bahia,40000-000,12/06/2024
451,Cliente 451 ,cliente451@email.com,(71)99999-9999,Salvador,Bahia,40000000,06/01/2024
452,Cliente 452 ,cliente452@email.com,71 99999-9999,Salvador,BA,40000000,11/02/2025
453,Cliente 453 ,cliente453@email.com,71 99999-9999,SALVADOR,bahia,40000000,11/04/2025
454, Cliente 454,cliente454@email.com,71 99999-9999,SALVADOR,bahia,40000000,2024-06-15
455,Cliente 455 ,cliente455@email.com,(71)99999-9999,Salvador,bahia,40000-000,2025-03-27
456,Cliente 456 ,cliente456@email.com,(71)99999-9999,Salvador,Bahia,40000-000,05/06/2024
457,Cliente 457 ,cliente457@email.com,71 99999-9999,Salvador ,BA,40000-000,2025-02-16
458,Cliente 458 ,cliente458@email.com,71999999999,Salvador ,BA,40000-000,2024-10-12
459,Cliente 459 ,cliente459@email.com,71 99999-9999,Salvador ,BA,40000-000,2024-03-11
460, Cliente 460,cliente460@email.com,(71)99999-9999,Salvador ,BA,40000-000,2024-12-24
461,Cliente 461 ,cliente461@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,19/07/2024
462,Cliente 462 ,cliente462@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,2024-06-08
463, Cliente 463,cliente463@email.com,71999999999,Salvador,bahia,40000000,2024-01-02
464,Cliente 464 ,cliente464@email.com,71 99999-9999,Feira de Santana,BA,40000000,2024-04-03
465,Cliente 465 ,cliente465@email.com,(71)99999-9999,Salvador,BA,40000-000,14/04/2024
466,Cliente 466 ,cliente466@email.com,71 99999-9999,Salvador,Bahia,40000000,2025-04-27
467,Cliente 467 ,cliente467@email.com,71 99999-9999,Feira de Santana,bahia,40000-000,21/08/2024
468, Cliente 468,cliente468@email.com,(71)99999-9999,Feira de Santana,Bahia,40000000,2024-08-08
469,Cliente 469 ,cliente469@email.com,(71)99999-9999,Salvador ,bahia,40000-000,17/08/2024
469,Cliente 470 ,cliente470@email.com,71 99999-9999,SALVADOR,BA,40000000,2024-12-27
471,Cliente 471 ,cliente471@email.com,71 99999-9999,Salvador,Bahia,40000-000,2025-04-25
472,Cliente 472 ,cliente472@email.com,71999999999,Feira de Santana,Bahia,40000-000,13/03/2024
473,Cliente 473 ,cliente473@email.com,(71)99999-9999,Salvador,bahia,40000000,2024-03-07
474, Cliente 474,cliente474@email.com,(71)99999-9999,feira de santana,bahia,40000-000,2024-02-01
475,Cliente 475 ,cliente475@email.com,71 99999-9999,feira de santana,bahia,40000000,12/10/2024
476,Cliente 476 ,cliente476@email.com,71 99999-9999,feira de santana,BA,40000-000,2025-03-16
477,Cliente 477 ,cliente477@email.com,(71)99999-9999,Salvador ,bahia,40000-000,18/02/2024
478,Cliente 478 ,cliente478@email.com,71999999999,feira de santana,BA,40000000,20/01/2024
479,Cliente 479 ,cliente479@email.com,(71)99999-9999,Salvador ,Bahia,40000000,2024-05-30
480,Cliente 480 ,cliente479@email.com,71999999999,Feira de Santana,BA,40000-000,2024-03-04
481,Cliente 481 ,cliente481@email.com,(71)99999-9999,SALVADOR,Bahia,40000000,17/03/2025
482,Cliente 482 ,cliente482@email.com,71999999999,Feira de Santana,Bahia,40000-000,2025-01-10
483,Cliente 483 ,cliente483@email.com,(71)99999-9999,SALVADOR,bahia,40000000,21/02/2025
484,Cliente 484 ,cliente484@email.com,(71)99999-9999,Feira de Santana,bahia,40000000,2024-04-23
485, Cliente 485,cliente485@email.com,(71)99999-9999,Salvador ,BA,40000-000,19/04/2024
486,Cliente 486 ,cliente486@email.com,71999999999,Feira de Santana,Bahia,40000000,2024-09-26
487,Cliente 487 ,cliente487@email.com,71999999999,feira de santana,BA,40000000,01/12/2024
488,Cliente 488 ,cliente488@email.com,(71)99999-9999,feira de santana,Bahia,40000000,30/12/2024
489,Cliente 489 ,cliente489@email.com,71 99999-9999,Feira de Santana,bahia,40000000,21/02/2025
490,Cliente 490 ,cliente490@email.com,(71)99999-9999,Salvador,BA,40000000,17/08/2024
491,Cliente 491 ,cliente491@email.com,71 99999-9999,Salvador ,BA,40000-000,21/03/2024
492,Cliente 492 ,cliente492@email.com,71999999999,Feira de Santana,Bahia,40000-000,2024-03-10
493,Cliente 493 ,cliente493@email.com,71999999999,Salvador ,bahia,40000000,2024-05-17
494,Cliente 494 ,cliente494@email.com,(71)99999-9999,Salvador ,bahia,40000000,2024-10-10
495,Cliente 495 ,cliente495@email.com,71999999999,feira de santana,Bahia,40000000,2024-02-26
496,Cliente 496 ,cliente495@email.com,(71)99999-9999,Feira de Santana,BA,40000000,2024-05-25
497,Cliente 497 ,cliente497@email.com,(71)99999-9999,feira de santana,Bahia,40000-000,2025-04-03
498,Cliente 498 ,cliente498@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,21/01/2025
498,Cliente 499 ,cliente499@email.com,(71)99999-9999,feira de santana,Bahia,40000-000,17/02/2025
500,Cliente 500 ,cliente500@email.com,(71)99999-9999,Salvador,Bahia,40000-000,2024-06-30
